,train_returns,symbol
0,0.0,AC.MX
1,-0.0,AC.MX
2,0.0,AC.MX
3,-0.0,AC.MX
4,-0.0,AC.MX
5,0.0,AC.MX
6,-0.0,AC.MX
7,0.0,AC.MX
8,-0.0010014106378779621,AC.MX
9,0.21182906960104525,AC.MX
10,1.0314093842364862,AC.MX
11,-0.14507544129809632,AC.MX
12,0.29963354991273855,AC.MX
13,-0.029047081073644152,AC.MX
14,0.4776514203907858,AC.MX
15,-0.542593504355803,AC.MX
16,-0.9317148226487466,AC.MX
17,1.2146176422999446,AC.MX
18,-0.006600481107839436,AC.MX
19,0.001077826873562564,AC.MX
20,-0.10695428927580604,AC.MX
21,1.1669923082707625,AC.MX
22,-1.0006371348358902,AC.MX
23,0.06676466122010372,AC.MX
24,-0.04366482375202176,AC.MX
25,-0.1981746588784917,AC.MX
26,0.22033353296837038,AC.MX
27,-1.0694958967291859,AC.MX
28,-0.7554431170806212,AC.MX
29,3.0060468307554538,AC.MX
30,-0.41242959900580767,AC.MX
31,-0.11120560093155893,AC.MX
32,0.21000064651475236,AC.MX
33,0.4993362783999852,AC.MX
34,-1.00136315200534,AC.MX
35,-0.08381278708805288,AC.MX
36,-0.18468418182364138,AC.MX
37,0.8027540738505964,AC.MX
38,1.138170734099716,AC.MX
39,-0.6205533431068875,AC.MX
40,0.13160888346551047,AC.MX
41,-0.6017293502808093,AC.MX
42,-0.2903281313189254,AC.MX
43,-0.12085714090279509,AC.MX
44,0.713781401060771,AC.MX
45,3.0902081204788843,AC.MX
46,2.8277254823395297,AC.MX
47,-1.1983258058086275,AC.MX
48,-0.08354965643081923,AC.MX
49,1.3628173064022755,AC.MX
50,0.7000524638929058,AC.MX
51,2.4473275160139165,AC.MX
52,1.98194841709223,AC.MX
53,0.36968979267796853,AC.MX
54,2.5794272251666945,AC.MX
55,-2.3382460861373096,AC.MX
56,0.2151441625690442,AC.MX
57,0.5809982070791516,AC.MX
58,-0.09826360931944743,AC.MX
59,0.9726167730382985,AC.MX
60,0.82881241532796,AC.MX
61,2.659314847411124,AC.MX
62,1.2850718565285273,AC.MX
63,0.4520572136186992,AC.MX
64,-0.10450265098071346,AC.MX
65,0.4373199735144295,AC.MX
66,0.981631518053677,AC.MX
67,-0.43307308945214884,AC.MX
68,0.2745678247750833,AC.MX
69,0.7926384190684407,AC.MX
70,-0.029041085109718104,AC.MX
71,-0.9122144655861122,AC.MX
72,-0.6179149733714041,AC.MX
73,-1.6526288078917803,AC.MX
74,0.8629155385128787,AC.MX
75,2.072797472737113,AC.MX
76,-0.936414622648558,AC.MX
77,0.31662927785155887,AC.MX
78,-1.998309590451385,AC.MX
79,-0.26216123030382327,AC.MX
80,0.4348813110975287,AC.MX
81,-0.5760405650143072,AC.MX
82,0.5529077421535501,AC.MX
83,2.4907767706469475,AC.MX
84,1.175162542629162,AC.MX
85,1.4705249014171016,AC.MX
86,-0.19339245798711144,AC.MX
87,0.7710013144612102,AC.MX
88,-1.6997981205011854,AC.MX
89,-0.4946611479366323,AC.MX
90,0.32887343330021224,AC.MX
91,-1.453203386125201,AC.MX
92,2.0751232614063184,AC.MX
93,0.9666184743324598,AC.MX
94,0.9587820763815814,AC.MX
95,0.5125686365682872,AC.MX
96,0.17073823425627604,AC.MX
97,0.30435956655646074,AC.MX
98,0.04437818542829808,AC.MX
99,0.7226593366569714,AC.MX
100,-0.13989695830522875,AC.MX
