date,AC.MX,ACTINVRB.MX,AEROMEX.MX,AGUA.MX,ALEATIC.MX,ALFAA.MX,ALPEKA.MX,ALSEA.MX,AMXL.MX,ANB.MX,ASURB.MX,AUTLANB.MX,AXTELCPO.MX,AZTECACPO.MX,BACHOCOB.MX,BAFARB.MX,BBAJIOO.MX,BBVA.MX,BIMBOA.MX,BOLSAA.MX,BSMX,CEMEXCPO.MX,CHDRAUIB.MX,CIDMEGA.MX,CIEB.MX,CMOCTEZ.MX,CMRB.MX,CUERVO.MX,CULTIBAB.MX,CYDSASAA.MX,ELEKTRA.MX,FEMSAUBD.MX,FINAUSABF.MX,FINDEP.MX,FRAGUAB.MX,GAPB.MX,GCARSOA1.MX,GCC.MX,GENTERA.MX,GFAMSAA.MX,GFINBURO.MX,GFNORTEO.MX,GICSAB.MX,GIGANTE.MX,GISSAA.MX,GMD.MX,GMEXICOB.MX,GMXT.MX,GNP.MX,GPROFUT.MX,GRUMAB.MX,GSANBORB-1.MX,HCITY.MX,HERDEZ.MX,HOMEX.MX,HOTEL.MX,KIMBERA.MX,KOF,KUOB.MX,LABB.MX,LACOMERUBC.MX,LALAB.MX,LAMOSA.MX,MEDICAB.MX,MEGACPO.MX,MFRISCOA-1.MX,MINSAB.MX,MONEX28BMC-1.MX,NEMAKA.MX,OMAB.MX,ORBIA.MX,PASAB.MX,PINFRA.MX,POCHTECB.MX,POSADASA.MX,PROCORPB.MX,Q.MX,RLHA.MX,SAN.MX,SIMECB.MX,SORIANAB.MX,SPORTS.MX,SRE.MX,TEAKCPO.MX,TLEVISACPO.MX,TMMA.MX,TRAXIONA.MX,TS.MX,UNIFINA.MX,URBI.MX,VALUEGFO.MX,VASCONI.MX,VESTA.MX,VINTE.MX,VITROA.MX,VOLARA.MX,WALMEX.MX
2020-01-03,0.008888040321995305,-0.017544309650909362,-0.03421795731034161,-0.0018767600128599682,0,0.012300339206344102,0.007127708959888679,0.007932691380186263,0.009090971701252393,0.027438110731646148,0.004898074001988384,-0.004287252011619724,-0.02908120930084168,0.05655681959710937,-0.008531496041020326,0,0.00865803168721424,0.0011381166033821444,2.827088948564871e-4,-0.02123224394936063,-0.008608374536600127,0.004181190760401021,-0.024532255699102556,0,0,0,0,-0.0019997149357795507,0.010463473640828003,0,-0.002684698725309964,0.010196343923596807,0.005542960245257689,0.023256862164267034,-0.020619287202736203,0.005301526196098472,0.005802607238657664,-0.005759638506511067,-0.010030224260135778,-0.0068259650703998975,-0.0024400988113622013,0.002731947750546304,-0.052822027921324954,0,-0.005361987704664006,0,0.002405793724495009,0.0237319054360694,0,0,0.009530590140989226,0,0.02375066660263947,-0.0018408682973412027,0,0.012048338516174484,-5.252100961063988e-4,3.259615493167445e-4,0,5.323396169183425e-4,-0.002156524496673029,0.002433030471298281,0,4.6522447919805643e-4,-6.456582356495488e-4,0.06751029152672872,0,1.5224646870892755e-4,0,-0.004720805112158111,0.015102696084049683,0,0.01772626218123019,0,0,0,-0.0022587662180821866,0,7.385789739089432e-4,-0.009723549792996167,0.010408460451626134,0,0,0,0.002213347492632689,0,-0.002607563407080793,0,-0.033803312870546165,0.08737363020858835,0,0,0.019429289758091883,0,-0.009188402602248402,0.008455707967140569,-0.007831749489365158
2020-01-06,-0.003750646192756335,0,0.01974057523448014,-6.263702052584641e-4,0,0.010639954134462393,0.0021284150341567276,9.637230914005812e-5,-0.011703644644004196,0,-0.01842962908891632,0.0010735374085242277,-0.029952322283351318,0.01899993824490398,-0.008543121018620425,0,-0.004628861694089714,-0.007134394113873732,0.004372755336702561,-0.004780052065465501,0.0014398850579877553,0.0013898542890542487,-0.008251555024854085,0,0,0,0,0.0029980748276359215,-0.11657558647796629,0,0.006762948510846911,-6.001309364727092e-4,-0.0013233852328031759,0,-0.02275696154716922,-0.008844270091229234,0.004899147477533283,-0.007597776998964356,0.0057796366439704094,-0.02660654344471247,0.007302304402013515,0.0010907381508085123,0.0041637811717794015,0,0,0,-0.02384956645130787,-0.009076049557536603,0,0,-0.012438271888748353,0,0.061711805699392386,7.893172153177197e-4,-0.016807118316381153,-0.016604155052035052,0.006284414420996143,-0.0013043862928840966,0.01986118567293005,0.001595267512063625,-0.006280518885514841,9.109458929903447e-4,-0.025317807984289953,-0.039127742591456904,0.0016778089908822125,0.09071371368816528,0,5.001622087399404e-4,-0.005676458004805429,-0.009865575843810426,-9.520828980069673e-4,0,-0.011117758586015825,-0.008438868645864517,0,0,0.013352666431810434,0,0,-0.011593618784780269,-0.015451335485487938,0,0,0.017192400540372743,-0.017058220638148214,-0.08888368609303465,0.00747849364167763,0,-0.01384784792344762,0.010896541963128392,0,0,-0.01548399360371544,-0.0035524370653603476,0,-0.01975810129612121,0.010639903852429633
2020-01-07,0.009374650319895927,0,0.003407158321614645,0.0031279349869608453,0,-0.024798516292920514,-0.01547470433553455,-4.818773329104964e-4,-0.01382965736116093,-0.044339921534249704,0.010976104030969047,-0.007539077173166042,0,-0.0012554929458320208,-0.0012969953413053403,0,-0.0030979577720406937,-0.002389487397381984,-0.01346114533161602,0.007161620230897725,0.0028735651957316755,-0.018220546113528302,-0.004243940155427506,0,0,0,0,-0.004715333381914544,-0.05760079385158701,0.0017057147356429603,0.005283369625082912,0.007719521700753518,3.0531753489526636e-4,-0.035091319811269894,0.02275696154716922,0.007313685753611132,-0.01803676466065607,6.018960825677766e-4,-0.017440047298053152,0.040212195500491266,-0.02124267012758807,-0.029500710634164484,0.02597548640326086,0,-0.03278982282299081,0,0.002174595477095753,0.008691508118458646,0,0,-0.011147460818324184,0.004073325387635496,0.005667626439782136,-0.012172656096153478,-0.005665737535677451,0.0045558165358605685,0.032107547217167465,-0.002613953414301484,-0.0076206767591200375,0.004241787908362937,-0.00239260592192192,-0.021163250247735466,0.032190721518626564,0,-0.029310026750904328,-0.02747425555224825,0,2.1473815872230517e-4,-6.327111884592007e-4,-0.00909979442680342,-0.0373648741001098,0,0.004708132139151111,0.008438868645864517,0,0,0.006302177254232433,0,-0.022400121998898292,0.026745423805381918,0.011060947359424755,0,0,0.015504186535965303,-0.019874596601302308,-0.0714589639821448,3.2388664250726507e-4,0,0.004967714661511913,-0.014888563232665852,0,0,-0.008347416120165985,0.0035524370653603476,0,0.01329835212524566,-0.005351280189132446
2020-01-08,-0.0032929424428864706,0,0.011070223754246822,0.01056238462172221,0,0.019036620314447195,4.797313596442976e-4,-0.005218935356515519,-0.0059860504653035385,-0.0039037134804731366,0.010017503714617071,-0.016349138001529706,-0.0033840979842405527,-0.0088328649985088,0.0016055953452012162,0,-0.009038521731776772,0,-8.562580922220064e-4,0.0028503344374870565,-0.010093813169218757,0.018220546113528302,0.0058997219096457165,0,-0.015027605203637329,-0.01036283893990042,0,-2.864346019748609e-4,0,0,-0.0020441611902510815,-0.005974739374900118,-4.523230673809664e-4,0,0,0.02690085107181872,0.007605713594209362,0.003404128203132295,-5.101249661723095e-4,-0.03203935374461686,-0.004551963167109374,0.017620803082475156,-0.00270270434788511,0,-9.26354860130818e-4,0,0.026469429769175434,-0.004626107028659288,0,0,0.015632941547345958,0,-0.004665120090156627,-2.663293851448145e-4,0,0,0.044012022221052494,-1.636319022049193e-4,9.212161031144639e-4,-0.010103835226954239,0.01341144941684247,-0.0024828691365437194,0,0.039127742591456904,-0.009204293559652577,-0.02253616502241318,0,1.6032804133736533e-4,-0.0012666246151931126,0.014789731602485645,-0.01068733907079178,0,0.02657041434645624,0,0,0,-0.019278042815641605,0,-0.023686330873475825,-0.01729148181018303,-0.00803221201984572,0,0,0,0.010951512603594615,-0.039413968540876754,-0.008455334927037761,0,-0.008959765985439905,0.00995038035811735,0,0,0.004694844304207635,-3.5467280546752633e-4,-0.003081690279098659,0.009427060869208859,0.013190163345525363
2020-01-09,-0.005837718324086971,0,0.016980335729281038,-0.014630611168324759,0,-0.0024361156251297977,0.005977304108459425,-8.724347579192049e-4,0.00366239796750234,0,0.007625453361021606,-0.012161565039275235,0.0033840979842405527,-0.00891158030056316,0.003388071146160243,0,-0.011335165268073766,0,0.022866260278300743,-0.0014242110507103334,0.0028943580263645075,-0.013986241974739855,0.014236378162537644,0,0,0.005108492084613836,0,-0.00906685337669133,0.029215071035959994,-0.010709034051924693,-0.00550644950920276,-0.0050793030493050395,-0.0014515994690693645,0,0.012422519998557036,0.013562191912355637,2.7050865233935184e-4,-0.0018508371246506172,0.0199527260748118,-0.0011634672632980791,0.009083423125786805,0.0369092557448365,-0.028828351899977678,0,-0.017058481175700635,0,-0.0011043991551384913,-0.014399898839102754,0,0,0.01484127145537073,-0.012270133744078482,-0.02297398339950396,0.003588812252204754,-0.01719240054037252,-0.003034903695153801,-0.017200839267109025,-0.008544268425040968,-0.051196353267124906,0.002668856739436176,-0.005818354955237304,-0.0031122962217855488,-8.565996241127749e-4,-0.047628048989254435,-0.002683911952729545,-0.033312276467114765,0,1.6855793210668324e-4,-0.0025380724284711498,-0.002520876869484212,-0.0010000000833336742,0,-0.010004891827498419,-0.02985296314968111,0,0,0.02130851265934197,0,0.022804974530163946,0.015711241406539678,-0.025317767661708235,0.0024600751019474565,-0.02606328745487385,0,-0.008660058779084157,0.010000083334583465,-0.004582659411092038,-1.375807758168996,-0.008704466041816517,0,0,0,-0.015934270684100138,-0.0031977642598928213,-0.012422544333790864,0.0071349792169734805,-0.0025161587907955862
2020-01-10,0.0010727362469831192,0,-0.015757780602147164,0.015248528994043387,0,-0.0234433931899396,0.011612833707212555,-0.01711784351696899,0.0036490337388701555,0,0.01712224341287616,0.009961344129672867,0,0.04500759605743587,0.010461099028107768,0,-0.02956513538382799,0,-0.003915077652991261,-0.003092592010354611,0.0014440435722335998,0.011204599012863081,0.01973862792044523,0,0,0,0,-0.01735361058942031,-0.011670761385050632,0,-0.0013498363397097535,-0.006371919284222649,0.007476658509286693,0,-0.03347592919638931,0.0030006254486583117,0.012768092536224351,-0.00205482090037723,0.040431770875539286,-0.027140308899553656,4.109307639499349e-4,-0.02621105083114461,0.04892279895973206,0,-0.014002839457565752,0,0.020596754908030146,0.007809450228705828,0,0,0.00972356483819592,0,0.011552965738036214,9.283204452015248e-4,0.01719240054037252,0.009077218151116506,-0.016500517244517177,-6.602344302253371e-4,0.03896718451411507,-0.0010666667678025377,0.019476271060620665,0.0037336072079110494,-8.572311001966426e-4,0.02409755157906046,0.005093229043402481,-0.010362787035546717,0,1.9077208422313419e-4,0.01262643037281208,0.010503153421296929,0.12779335069905828,0,0.0023935558772585352,0,0,0,6.759163240674937e-4,0,0,-0.01877586213696869,-0.002899111517002062,0.017052836691896722,0,0,0.0011438408985462445,0.01481508578514057,-0.0013131978249605325,0,0.0026864348156867557,0,0,0,0.011239426379892503,-0.0035650661644961446,-0.0033710363022931844,0.009029957636381702,0.010739283646315378
2020-01-13,-0.005669555809117988,0,-0.0135304028017309,0.021992211944044993,0,0.004981330350203983,9.421103132551956e-4,-0.022750911206016244,-0.0033167526259938462,-0.012595253552057706,0.011404552047723726,-0.007739120992955595,-0.013605652055778572,-0.012300278081651544,-0.01582565010148862,0,-0.01677395027047357,-0.014458083175229675,0.002798043235683778,-4.766444209245435e-4,0.00718910357246938,-0.004187026354216528,-0.0049875059744359795,0,0,0,0,-0.016612722116851053,0.017241806434506124,0,-9.225567999369133e-4,-0.0019857692995346454,-0.006034523265339153,0,0,0.004098178329300595,0.010098438464505755,0.00180443156729293,0.006701748556093623,-0.016888218028521695,0.016704401455318152,3.637446699134017e-4,0.031334156170435445,0,-0.044973365642731356,0,0.026525774652903067,0.007362986323065979,0,0,0.007563617013491175,0,6.754475096379942e-4,0.050152638815258666,-0.011428695823622714,0.011976191046715767,-0.0156332737045064,0.0036261453941239807,0,-0.013971210596738004,0.004230166963013371,0.021506266011235287,-3.431463465330964e-4,0,0.009976803340167706,-0.021053409197832273,0,4.8643224198130497e-4,0,0.019232660000861657,0.07523937175270978,0,-0.002912483898771967,0.0281708769666964,0,0,-0.019977101725430657,0,-0.03147646413323191,0.019603894891329965,0,0,0,-0.0212022076506031,0.0029676314101441115,0.017814236275127016,0.014998650910214906,0,0.0040160306953822555,-0.030153087675636403,0,0,-0.001766294273841229,0.007117503229856492,-2.4117718124383458e-4,0.0058140181745973685,0.008156126846053269
2020-01-14,0.007714514903595315,0,-0.018750549345376122,0.01855797048557939,0,-0.01691239809749634,-0.011840062541196072,0.0068396966130293,-0.009345862418237871,-0.002677233133475454,6.637021759905437e-4,0.007739120992955595,-0.006872879287762146,-0.02633381010369218,-0.00956713509878071,0,0.014815085785140791,-0.017136282242987022,-0.005884814269657035,0.021927083332324404,-0.00863314714470298,-0.0042046312820318565,-0.010411187388372323,0,0,0,0,2.990578801869148e-4,0,0.011986487946690882,0.00785037056413529,-0.017489584617131904,0.006993814256786024,0,0.004246290881451564,0.005867088577055313,0.004616495792702402,-0.0010020844911737825,-0.011999184621277248,-0.009780029053639616,0.0032271105053758298,-0.00922502770261513,-0.03399020022855215,0,0.0024968303232744127,0,-0.0014064348557170092,0.005006788718192379,0,0,-0.0025642501226439407,0,-0.010179931821201915,-0.03202528073383659,0,-0.008968669982760469,0.030039831863019284,-0.0013170564959494868,0,-0.008150004361924701,-0.019608513600279043,0.0018219864796731322,-0.004815936463494097,-0.04879016416943216,-0.003314553781065044,0.026988144717646767,0,1.7497087300588632e-4,0.002506266976059379,9.657837461904961e-4,-6.126621184936454e-4,0,0.0047838771597801255,0,0,0,-0.010203502010286414,0,-0.009403268477162996,-0.009070342195294678,0.011136349366252851,0,0,0,0.029866416578577137,-0.009677494882065263,-0.009102793674162335,0,0.0013351122554006167,0.04000533461369882,0,0,0.0020603098705485046,-0.007117503229856492,-0.0062924215365045555,0.005780314606322001,8.825170382813496e-4
2020-01-15,0.005142387377783386,0,-0.003792672055738855,0.008269332170527388,0,-0.039953767621719205,-0.0019074397316991565,0.009775599044520522,-0.004032263527938618,-0.0011789366055570127,0.04273103108331355,-0.009961344129672867,0.02721256352488477,0.01137093742697981,-6.243521862234758e-4,0,0.022937494441301,-0.0074349784875185065,-0.0170072688585865,-0.02168878038756672,0.00719945514285425,-0.024166065847183615,0.022480911475702747,0,0,0,-0.005780362915499548,0.0047732491331529125,-0.015504186535965303,0,-0.002198820591674533,-0.007501244953320274,-7.08831704249846e-4,0,0,0.03953502391960839,-0.05060784493920423,-0.01311953422604173,0.013429506710902483,-0.024876904755404494,-0.031086347725094665,-0.010237580484346864,-0.01743840300163768,0,0.0024907111877650046,0,-0.03345270316459015,0.012218517563687303,0,0,2.961937262000447e-4,0,0.0027247973261852465,-0.016008766187298296,-0.035091319811269894,0.00449438958783932,-0.021436514300798404,-0.004623571683013417,0,0.0374776720050507,0.003866814699973631,-0.01837161285097988,0.0051590828100271935,0.007472014838700858,-0.008000122668357257,-0.01791092656653026,0,1.9707692444947966e-4,0.013673301900209989,0.015191211854662434,-0.031966212491501445,0,-0.01962550615648695,-0.06791120561621056,0,0,0.007819373881906344,0,-0.016004579956311105,-0.005024004059964504,-0.01988462409843228,-0.009708862436138332,0,0,-0.007550557578443584,-0.07223962758582148,0.013623305085480375,0,-0.001001132539268923,-0.028843371948328755,0,0,0.007615795673648673,0.006407996295330509,-0.013934952636427855,0.008608374536600127,-0.003711873429216972
2020-01-16,0.008000447280989142,0,0.012586698578312294,0.004694844304207635,0,0.02531780798428951,0.02218637091876019,-0.010778487474695453,0.030506344420883735,-0.005042591156156462,-0.02369880467390484,0.009961344129672867,0.03624779039234105,0.00501254182354427,0.001996705992259429,-0.012121356921952486,0.006367452369547166,0,0.009106466020182946,0.013492926056852372,0.029684158287700324,0.04776188644386603,-0.026820846033339674,-0.06159303303170782,0,-0.005108492084613836,0,0.0065263360250873426,0.015504186535965303,0.021053409197832273,0.0036143459973576597,0.006658084631143701,0.0013115151561446936,0,0,-0.006762603579236526,0.059777466432549886,0.0209094369907854,0.01653711204106534,-0.002522069432709939,0.02987736105337424,0.028963679565666034,0.01876730685169159,0,0.04189599667788624,0,0.03133929979002836,0.008690778297727686,0,0,0.007866730219193485,0,-0.003407158321614201,-7.93939446149583e-4,0.023530497410193973,-0.00149588659158284,0.027337736245568678,0.010209260501997441,0,0.055697661076662186,0.017850027699230164,0.006161510369107948,0,0.01722059775167084,0.0036079948755114444,0,0,2.0393806247387403e-4,0.03159436541821714,0.024087823340295245,0.015903202208483957,0,0.01513818873760453,0.06284790365966386,0,0,0.0012554804303057665,0,0.028263463965412683,0.0030479146278681313,0.004175371410480633,0,0.022854865941710045,0,0.03461458391289396,-0.028270433938255346,0.0019311238701704703,0,-0.007036445227200705,0.01899112501026634,0,0,0.023645853708606168,3.548341290584567e-4,0.009067651774809615,-0.004294924282880697,0.01546326730853309
