,hold_returns,symbol
0,0.5872158523598047,AC.MX
1,-0.2995095745430605,AC.MX
2,0.6248762964402039,AC.MX
3,-0.2686978534025354,AC.MX
4,-0.44673109780674786,AC.MX
5,0.03942552062089983,AC.MX
6,-0.43303296719169315,AC.MX
7,0.5050510344066163,AC.MX
8,0.3270184747377295,AC.MX
9,0.5324411330186093,AC.MX
10,1.05283588826275,AC.MX
11,-0.14545096884040593,AC.MX
12,0.2996338540085174,AC.MX
13,-0.029047329335359993,AC.MX
14,0.4776609357946232,AC.MX
15,-0.5425933616396555,AC.MX
16,-0.9328918246464764,AC.MX
17,1.2171764799346887,AC.MX
18,0.3681005413466608,AC.MX
19,-0.022193128512733997,AC.MX
20,-0.11121146255321293,AC.MX
21,1.1692395277677958,AC.MX
22,-1.0013646746027458,AC.MX
23,0.06682109711566409,AC.MX
24,-0.0427392973322983,AC.MX
25,-0.3132077051581152,AC.MX
26,0.2208851807010898,AC.MX
27,-1.0903836933785602,AC.MX
28,-0.7548647428603803,AC.MX
29,3.928727768987061,AC.MX
30,-0.44673109780674786,AC.MX
31,-0.11121146255322266,AC.MX
32,0.21061415049735782,AC.MX
33,0.6625374252559192,AC.MX
34,-1.001364674602736,AC.MX
35,-0.08382204867657482,AC.MX
36,-0.17968431250947278,AC.MX
37,-0.8027962171445018,AC.MX
38,-1.1383144829273464,AC.MX
39,0.6214546739116524,AC.MX
40,-0.13175352296069637,AC.MX
41,0.6009139829748691,AC.MX
42,0.4297294615104919,AC.MX
43,0.12160060960430495,AC.MX
44,-0.7959468094693116,AC.MX
45,-3.158287180006537,AC.MX
46,2.9701023917166136,AC.MX
47,-1.2204854634986608,AC.MX
48,-1.7271875660105376,AC.MX
49,1.3678189409915824,AC.MX
50,-0.7000845456363942,AC.MX
51,-2.4598543872107483,AC.MX
52,-1.987384943632603,AC.MX
53,0.3749492642865156,AC.MX
54,-2.5967994023879224,AC.MX
55,2.3332930412018746,AC.MX
56,0.2243068032296316,AC.MX
57,-0.5836754282485771,AC.MX
58,-2.014775042244596,AC.MX
59,-1.1109305469334796,AC.MX
60,0.8337267398677225,AC.MX
61,-2.767983239116945,AC.MX
62,1.285648645155613,AC.MX
63,0.47081221285476843,AC.MX
64,0.10105444078473093,AC.MX
65,1.1555523529182836,AC.MX
66,1.1418501138911479,AC.MX
67,-0.43303296719169315,AC.MX
68,0.2790870004536079,AC.MX
69,0.7926385106406845,AC.MX
70,-0.029041851452588766,AC.MX
71,-0.9123559268571191,AC.MX
72,-0.6179149345357701,AC.MX
73,-1.651865993114423,AC.MX
74,-1.7682703173547947,AC.MX
75,-2.1791101560337633,AC.MX
76,0.9364322487577039,AC.MX
77,-0.3166293276866472,AC.MX
78,1.9977686128009138,AC.MX
79,0.333867197677594,AC.MX
80,-0.43988169013155765,AC.MX
81,-0.5768321831914937,AC.MX
82,0.5529825086907378,AC.MX
83,2.4907787473158423,AC.MX
84,1.176094413325767,AC.MX
85,1.4705251346169088,AC.MX
86,-0.19337696524175627,AC.MX
87,0.7789410647609749,AC.MX
88,-1.6997981521338899,AC.MX
89,-0.49466188735552424,AC.MX
90,0.33386719767758427,AC.MX
91,1.456832481884635,AC.MX
92,-2.076398484525656,AC.MX
93,-0.9671313309336693,AC.MX
94,-1.2067928107663872,AC.MX
95,-0.5152032630276625,AC.MX
96,3.1892122248469863,AC.MX
97,-0.8849603503623548,AC.MX
98,0.05997168944046413,AC.MX
99,0.7652484120286914,AC.MX
100,-0.21391765617854933,AC.MX
101,-1.2273341864385157,AC.MX
102,2.0594030108475163,AC.MX
103,-0.2344645097334491,AC.MX
104,-0.9671306461983339,AC.MX
105,0.7926385106406845,AC.MX
106,1.080225986874743,AC.MX
107,-1.1930898870039064,AC.MX
108,0.36125250314215124,AC.MX
109,-0.5562860143719293,AC.MX
110,0.45027083718263017,AC.MX
111,-0.0769781188841461,AC.MX
112,-0.3029366749543735,AC.MX
113,0.09421051099231192,AC.MX
114,-0.03589057439244353,AC.MX
115,0.2722382775137532,AC.MX
116,-0.09066529373364864,AC.MX
117,0.683078116192722,AC.MX
118,-0.7137771983686777,AC.MX
119,-0.09751949455628435,AC.MX
120,0.08051854299537362,AC.MX
121,-0.022197921660160037,AC.MX
122,0.11475188666444046,AC.MX
123,0.05312296650060936,AC.MX
124,2.305908420472663,AC.MX
125,-0.700084545636404,AC.MX
126,0.012040899891687759,AC.MX
127,0.41603201563078235,AC.MX
128,-0.10436342434870335,AC.MX
129,0.0805130651126024,AC.MX
130,-0.5357439539644556,AC.MX
131,-1.7340369736857277,AC.MX
132,-0.8164881851414402,AC.MX
133,-0.24130843952588754,AC.MX
134,-0.8507270066932782,AC.MX
135,-0.17284106745239897,AC.MX
136,-0.67268896914163,AC.MX
137,1.3335801194397345,AC.MX
138,0.8474132299818798,AC.MX
139,0.7310150683596148,AC.MX
140,4.7777975449569725,AC.MX
141,-0.8849603503623548,AC.MX
142,0.6283033968515072,AC.MX
143,-1.241026154435454,AC.MX
144,-0.14544549095762496,AC.MX
145,2.2579714683057603,AC.MX
146,-2.014775042244596,AC.MX
147,-1.9463028770236814,AC.MX
148,0.333867197677594,AC.MX
149,0.6077572280319429,AC.MX
150,-0.4672724734788764,AC.MX
151,-0.09067077161642959,AC.MX
152,1.2171764799346982,AC.MX
153,-0.21392313406132057,AC.MX
154,-0.33717070335879523,AC.MX
155,0.99121244598169,AC.MX
156,0.49820231146676147,AC.MX
157,-0.2823952992822352,AC.MX
158,-0.6179149345357701,AC.MX
159,-0.4056483464624811,AC.MX
160,-1.0493009420342936,AC.MX
161,0.5940645752996594,AC.MX
162,-0.1317528382253512,AC.MX
163,-0.5083545400878078,AC.MX
164,-0.23446450973345884,AC.MX
165,-0.20023116606438227,AC.MX
166,-3.2952267173009497,AC.MX
167,0.361257296289587,AC.MX
168,-0.35087362712127595,AC.MX
169,-1.090378215495789,AC.MX
170,-1.8298992375186356,AC.MX
171,0.30647709906560094,AC.MX
172,-0.4124970694023358,AC.MX
173,0.36810601922943204,AC.MX
174,-1.3779711696126287,AC.MX
175,1.723878582446565,AC.MX
176,-0.13860156116520597,AC.MX
177,0.8542619529217346,AC.MX
178,-2.767983239116945,AC.MX
179,0.1352932623365787,AC.MX
180,-0.645304348412418,AC.MX
181,-0.7343185740408062,AC.MX
182,0.16952729074099074,AC.MX
183,0.7378637912994697,AC.MX
184,-0.4604285436864574,AC.MX
185,-0.4672717887435409,AC.MX
186,-0.11121214728855812,AC.MX
187,2.1963432328772745,AC.MX
188,-1.0424474259470127,AC.MX
189,-0.5015106102953888,AC.MX
190,-0.38510697079034284,AC.MX
191,-0.6384563102079084,AC.MX
192,-0.2687033312852969,AC.MX
193,1.05968529593795,AC.MX
194,-0.03589057439244353,AC.MX
195,-0.0016517528405957352,AC.MX
196,-0.9191998566495477,AC.MX
197,-1.1999386099437515,AC.MX
198,2.12102165998115,AC.MX
199,0.4502763150654111,AC.MX
200,-0.03589057439244353,AC.MX
201,0.16267788306579078,AC.MX
202,0.8953501821487824,AC.MX
203,-2.678969698223892,AC.MX
204,-0.022193128512733997,AC.MX
205,-0.01534919872030527,AC.MX
206,-0.5152032630276625,AC.MX
207,0.99121244598169,AC.MX
208,-1.425907437044186,AC.MX
209,0.874808121741299,AC.MX
210,-0.9534332003186146,AC.MX
211,0.49820231146676147,AC.MX
212,0.3817986719617155,AC.MX
213,-0.5973735588636416,AC.MX
214,0.5598257537478213,AC.MX
215,0.9775197932494163,AC.MX
216,1.2719511992758936,AC.MX
217,-0.2618491304626709,AC.MX
218,0.5803726073027308,AC.MX
219,1.2924918902126867,AC.MX
220,1.1418555917739193,AC.MX
221,0.9775197932494163,AC.MX
222,-1.0698423177064318,AC.MX
223,-0.8027962171445018,AC.MX
224,0.5598312316305926,AC.MX
225,0.5324411330185995,AC.MX
226,-0.3577168721783498,AC.MX
227,-0.6384611033553345,AC.MX
228,-0.48096444147582446,AC.MX
229,1.8402829066869464,AC.MX
230,2.3196003884696013,AC.MX
231,-0.4056483464624811,AC.MX
232,-0.9602819232584694,AC.MX
233,0.9569736244298422,AC.MX
234,-0.28924470695743515,AC.MX
235,-0.5425933616396555,AC.MX
236,0.23115552616948637,AC.MX
237,-0.645304348412418,AC.MX
238,-0.7274746442483873,AC.MX
239,-1.836742482575719,AC.MX
240,-0.9602826079938146,AC.MX
241,-0.09751949455627462,AC.MX
242,-0.27554657634239016,AC.MX
243,-0.33717618124155674,AC.MX
244,-1.1793972342716228,AC.MX
245,0.5735231996275308,AC.MX
246,-0.17283490483427283,AC.MX
247,-0.2070744111214658,AC.MX
248,0.9090421501457207,AC.MX
249,-0.3645608019707785,AC.MX
250,-0.6316123804154796,AC.MX
251,-1.2478693994925376,AC.MX
252,1.374662186048656,AC.MX
253,0.5050510344066163,AC.MX
254,2.4223065820949277,AC.MX
255,-0.38510697079034284,AC.MX
256,0.7857952655836009,AC.MX
257,-0.5152087409104434,AC.MX
258,0.5735286775103021,AC.MX
259,0.21060935734992206,AC.MX
260,0.19007345956056476,AC.MX
261,-0.5699834602516486,AC.MX
262,-2.8706942258897072,AC.MX
263,-0.5494420845795103,AC.MX
264,-0.617914249800425,AC.MX
265,-0.6316123804154796,AC.MX
266,0.9843637230418353,AC.MX
267,-0.05643195006458179,AC.MX
268,-1.0082133975426006,AC.MX
269,0.2243068032296316,AC.MX
270,-1.3231909723886521,AC.MX
271,0.8679593988014539,AC.MX
272,-0.4193403144594194,AC.MX
273,1.8882136962357325,AC.MX
274,-1.3437323480607903,AC.MX
275,-1.2204847787633157,AC.MX
276,1.669099069957924,AC.MX
277,-1.2547188071677375,AC.MX
278,-0.38510697079034284,AC.MX
279,-0.10436342434870335,AC.MX
280,0.6967762468077768,AC.MX
281,0.7036249697476219,AC.MX
282,0.8200286092526677,AC.MX
283,-0.1933817583891823,AC.MX
284,1.3541262882592988,AC.MX
285,-1.9668442526958196,AC.MX
286,0.018884829684106753,AC.MX
287,-0.4261897221346096,AC.MX
288,-0.2207670638537493,AC.MX
289,-0.001656545988021777,AC.MX
290,0.5050510344066065,AC.MX
